일자,언론사,제목,통합 분류1,키워드,특성추출
1997-06-17,전북일보,환경보전 개발 논리에 밀려,지역-경기,"환경보전,논리,환경,보전,점검,全北,환경,파괴,서해안,환경,보전,논리,새만금,시화호,전철,파괴,불가,자연환경,원상회복,서해안,지역,환경문제,오염,시화호,언론,보도,시작,세간,33km,세계,방조제,여의도,면적,1백,1억,국토,조성,종합개발사업,새만금,종합,사업,도내,서해안,시화호,사건,도민들,충격,새만금,국토,시화호,1.6배,3억,4백만,저수,능력,3천,규모,담수호,새만금,담수호,공업,용수,사용,계획,시화호,오염,사건,새만금,담수호,환경단체,도민들,촉발,담수호,상류수,만경강,동진강,주변,전북도,인구,약6,5%,1백,거주,공장,축산농가,새만금,사업,호수,완공,2004년,지역,폐수발생량,57만,하루,평균,오염부하량,BOD,7t,추정,55.42,시화호,BOD,부하량,55.42,3.2배,농경지등,유입,오폐수,질소,24t,4.5,추정,새만금,완공,입주,공장,예상,부가오염원,가중,새만금호,오염,가중,결과,시화호,증명,지적,제기,지적,새만금,종합,사업,예상,환경,오염,피해,것들,사업,새만금사업,기관들,새만금,사업,기관,주장,공해,대비,철저,무리,해결,예상,환경단체,학자등,도민들,지적,경제개발,국가,경제,논리하,동진강,간척,사업,시발,70년대,남양,아산,삽교천,방조제,공사,80년대,영산강,대호,금강호,공사,90년대,영암,공사등,방조제,공사,공사,새만금,방조제,우리나라,지도,환경파괴,수반,반대급부,서해안,하구언,습지등,일대,자연환경,파괴,33km,방조제,새만금,종합,사업,파괴,지적,간척사업들,거대,거름종이,갯벌,조류,흐름,생물들,멸종,패류,서식지,오염물질,여과,산소,생산,수중,생산력,향상,습지,파괴,자연,유산,헌신짝,전북대,김익수,교수,55,생물학,새만금,서해안,조간대,상황,생태,파괴,사업,자체,강조,사업,자체,거대,효과,준공,전북발","새만금,시화호,방조제,담수호,1백,동진강,새만금사업,새만금호,자연환경,도민들,33km,부하량,환경보전,전북대,원상회복,bod"
1997-06-17,전북일보,(칼럼)국회는 늘 열려있어야 한다,정치-국회_정당,"국회,국회,국회,국민,대표기관,국가예산,심의,확정,국정,감독,국정,당면,토론,의미,무소불위,헌법기관,국회,운용,국민,의사,국정,반영,의회민주주의,원론적,국회,의회민주주의,영국,미국,상설국회,1년,회기,원칙,성탄절,부활절,여름,원의,휴가,우리나,국회의원,장관,급여,관급,보조원,채용,대우,국회,상설,기피,국회,행정부,감독,법안,심의,당면,이슈,토론,여론,주도,예산,심의,국회의원,의무,생각,권위주의시대,유산,1년,정기국회,대통령,4분,국회,재적,의원,1이상,요구,30일,임시국회,국회,장차관,행정부,행정부,능률,부작용,역대,정권,국회,상설화,기피,정기회,100일,헌법,규정,정기국회,1월,8월말,정부,국회의원,1이상,요구,국회,대통령,국회개회,여당,다수파,출석,거부,자동적,개점휴업,기술적,국회,소집,의제,결정,관례적,여야협상,대상,여야협상,당리당략,좌우,국회운영실태,결국,그동안,국회,운영,실태,임시국회,소집시기,상식,예측,정부,언론,국회의원,스스로,국회운영,대비,국회제도개선위원회,해결,헌법,개정,나라,의회,상설의회운영제도,채택,현행헌법,테두리안,가능,국회,정시,정기적,방안,합의,국회의장,교섭,단체,대표,위원,국회운영위원회,협의,국회,연중상시,운영,대강,연간,기본,운영,일정,수립,공포,법정화,건의,건의,채택,국회법,개정,명문화,국회법,반영,상설국회,원칙,유명무실,휴지조각,국회,임시국회,주일,시일,여당,조건,야당,정치,개혁,입법,소집이유,정치,개혁,특위,여야동수,국민,입장,시일,대통령선거,정치개혁입법,중대,사안,선거,여야,합의,성립,불문율,여야동수,특위,구성,여당,반대,한편,정치,개혁,입법,야당,거론,한보,사건,뒷처리,김현철씨,선거잉여금,자금문제,대선,자금,의혹,산재,의제,국회,심의,국회,박권상,자유,기고가","국회의원,행정부,뒷처리,국회법,위원회,임시국회,박권상,여야협상,민주주의,1이상,그동안,정기국회,여야동수,상설국회,의회민주주의,상설화,권위주의,권위주의시대,법정화,보조원,부활절,휴지조각,김현철,관례적,불문율,개점휴업"
1997-06-17,동아일보,佛(통화안정화 협약)수용 방침,국제-유럽_EU,"통화안정화,협약,수용,방침,통화안정화,협약,수용,방침,개막,정상,회담,고용결의안,채택,합의,유럽단일통화,유러,마찰,프랑스,독일,암스테르담,개막,유럽연합,EU,15개국,정상회담,의견접근,회의,마지막,17일,안정화,협약,서명,가능성,관측,이날,회담,의장국,네덜란드,프랑스,독일,입장,반영,5개,절충안,제시,협상,돌파구,마련,프랑스,언론,네덜란드,절충안,무시,고용부문,화폐부문,비중,유럽위원회,고용관련,지침,마련,회원국,지침,고용정책,수립,지침,회원국,권고안,채택,방안,제시,정상회담,회원국,재무,장관,만찬,모임,프랑스,독일,안정화,협약안,수용,룩셈부르크,고용문제,별도,정상회담,합의,프랑스,요구,고용촉진,재정지출,재무장관들,고용창출,성장촉진,결의안,채택,합의,문안,마무리,파리,金尙永,특파원","프랑스,회원국,유럽,절충안,정상회담,독일,네덜란드,룩셈부르크,안정화,암스테르담,재무장관들,결의안,金尙永,15개국,가능성,유럽연합,성장촉진,유럽위원회,5개,재정지출,위원회,통화안정화,유러,의견접근,돌파구,화폐부문,고용부문,협약안,고용관련,권고안,유럽단일통화,고용촉진,고용문제,고용창출,의장국,고용결의안,고용정책,eu,고용,회담,개막,합의"
1997-06-17,동아일보,(제15대 국회의원선거 투표행태),정치-선거,"투표행태,국회의원,선거,투표,행태,투표행태,국회의원,선거,투표,행태,대권,大權,을향,용틀임,이한창,언론매체들,수시로예비주자들,지지율,추이,정치,계절,장식,큰화두,대통령,선거일,투표,여론조사기관,한국갤럽조사연구소,제15대,국회의원선거투표행태,시나리오,각종,대선,점검,선거여론조사자료집,국회의원선거,사전조사,국회의원,선거,사전,조사,투표당일조사,각종,여론,조사,중심,유권자,투표행태,지방,선거,역대,선거,여론조사,자료,수록,총선,여론조사,마술,국제,망신,눈길,3사,TV,투표,여당,압승,1백,전국구포함,선거구,당락,30,000원,金甲植","제15대,투표행태,국회의원,여론조사,선거구,3사,국회의원선거,수시로,수시로예비주자들,지지율,언론매체들,이한창,용틀임,전국구,전국구포함,을향,큰화두,1백,大權,tv,선거일,선거여론조사자료집,한국갤럽조사연구소,유권자,자료집,사전조사,국회의원선거투표행태,투표당일조사,여론조사기관,金甲植,조사,투표,선거,각종"
1997-06-17,동아일보,쿠칭시 괴질환전염 비상,사회-사회일반,"비상,쿠칭시,질환,전염,비상,쿠칭시,질환,전염,한국,청소년,축구,선수단,말레이시아,쿠칭시,바이러스,괴질,비상,말레이시아,언론,보건,당국,통계,인용,2개월,쿠칭시,인근,일명,바이러스,괴질환,감염,사망,어린이,24명,보도,쿠칭시,초등학교,휴교,상태,한국,교민,어린이들,한국,상태,긴급,대피,소식,한국선수단,성인,환자,발생,언론,보도,안도,표시,생각,불안,모습","쿠칭시,한국,선수단,말레이시아,괴질환,어린이들,2개월,한국선수단,어린이,언론,보도,상태,비상,바이러스,대피,괴질,전염,긴급,불안,생각,당국,보건,통계,표시,감염,인용,환자,사망,일명,안도,발생,소식,성인,축구"
1997-06-17,중앙일보,커버스토리-家電3사 해외시장 '승부수' 브랜드 관리 나섰다,국제-국제일반,"커버스토리,家電3,해외,시장,승부수,브랜드,관리,OEM비중,自社,상품,수출,상표,주문자상표부착생산,OEM,방식,수출,대우전자,DAEWOO,자체상표,TV,VCR,일본,수출,시작,회사,자사,히트상품중,공기방울세탁기,일본,수출,DACUS,자체브랜드,제품,OEM수출,회사,지역,수출,대우,상표,비중,외국,소비자,DAEWOO,상표,전시회,현지,홍보,강화,대우측,세계,시장,효율적,운영,브랜드,통합,운영,지역,사용,브랜드,대우,OEM수출,비중,회사,가전,해외시장,브랜드,통합,브랜드,이미지,본격적,해외시장,제값,브랜드,이미지,내수경기,바닥,해외시장,판단,해외,상품,저가품,이미지,홍보전,치열,경기악화,광고,해외쪽,3배,비용,조직,강화,러시아,중국,신흥,시장,수입제품,관리감독,강화,지역,중심,해외홍보,필요성,삼성전자,현지,정부,수입,규제,강화,어려움,중국,러시아,홍보,전문,인력,투입,조직개편,준비중,현지,언론,시각,우호적,유도,회사,브랜드,고급,백색,가전제품,지펠,ZIPEL,상표,대형,냉장고,드럼세탁기,내수판매,선진국,시장,제품,수출,추진중,이달,미국,유럽지역,수출,지펠,상표,제품,예정,회사,사내,브랜드관리위원회,해외쪽,겨냥,홍보,신규,브랜드,방침,LG전자,모스크바,러시아,크렘린궁,현지,국영,방송,동원,대대적,LG브랜드,행사,사용,골드,스타,상표,LG,마련,행사,구자홍,具滋洪,사장등,회사,경영진,참석,회사,북미,제외,세계,지역,세계,상표,올해중,LG,계획,달러,1억,달러,해외홍보비,1억,달러,60%,그룹차원,달러,해외홍보비,3천만,달러,제2,내수시장,천명,중국시장,구본무,具本茂,회장,관계자들,중국,정부,관계자,사장단,현지,방문,이미지,대우전자,해외광고비,수준,1억,달러,고급화,브랜드,이미지,고급,적극,포틀랜드,북미,데이트론,남미,로열,그리스,다이너스티,중동,지역,사용,세컨드브랜드,대우,정리,계획,40%선,비중,자체,상표,수출,55%,2000년,70%,회사,해외시장,품질,부정,지적,중심,현지,언론,공격적,홍보,대우,신경,지역,프랑스,지난해말,프랑스,국영,기업,톰슨멀티미디어,인수,추진,현지,언론,난타,이미지,개선,판단,유규하,이원호,기자국내,가전,업체,관계자,자사,브랜드,해외홍보,브랜드,이미지,강화,마련,각종,해외판촉물","대우,중국,러시아,해외시장,지펠,관계자들,홍보비,자체상표,세탁기,lg,프랑스,북미,3배,관계자,대우전자,oem,승부수,톰슨멀티미디어,일본,사장단,1억,해외쪽"
1997-06-17,중앙일보,중국속의홍콩-1국2체제 학습열기,국제-중국,"중국속의홍콩,1국,체제,학습열기,합방,열풍,가문,탐색,중국,외교부장,천이,陳毅,중국공산당,중앙위원회,집행기관,중앙서기처,금메달리스트,서울,올림픽,체조,남자,도마,러우윈,樓雲,중국사정,전문가들,요령부득,정도,질문,홍콩,청소년,홍콩,개최,조국,퀴즈대회,장면,홍콩,중국,열풍,단적,대목,중국,중국,피부,홍콩,학생,여름방학,만다린,중국,표준어,씨름,홍콩,교육부,만다린,강좌,정규과목,고교,대상,만다린,여름과정,개설,만다린,이야기,만다린,노래,만다린,연극,가지,프로그램,1백,학교,대상,참가,예상,학생,1만,홍콩,자율,교육,풍토,이례,열기,반환,홍콩인들,스트레스,증거,만다린,이용,사회강좌,홍콩,성인,홍콩,중국문화협회,6년,개설,중국,문화,학술,상한,행진,개설,초기,한시,노인들,사랑방,20~30대,장년층,홍콩,상인,변호사,사이,중국법,학습,열풍,중국법,사업,자체,불가능,강좌,중국,법률학,홍콩,성시,城市,수인,樹仁,학원,최고,인기,대학,베이징,北京,공동,중국법학,개설,수인학원,천안문,天安門,유혈사태,발생,학생수,이젠,홍콩,중국열기,교과서,제도화,전망,중국,이웃나라,아편전쟁,중국,묘사,교사,중국대륙,홍콩열기,熱氣,중국,홍콩,열풍,홍콩,축하행사,집약,장쩌민,江澤民,국가주석,리펑,李鵬,총리등,중국,최고,지도부,법률전문가,초빙,홍콩,기본법,특강,홍콩,국무원,직속,마카오판공실,제공,각종,자료,당간부들,필독서,16일,베이징,인민,대회,당내,홍콩청,개관,50여명,특별취재반,가동,인민일보등,언론들,이날,대대적,홍콩특집,시작,직할시,정부,중앙정부,특별지시,홍콩,기본법,특강,골몰,7월,거행,홍콩특별행정구,출범식,전달,선물,준비,지방별,축하,행사,준비,전국,각지,고교,대학,홍콩지식경연대회,1국,체제,一國兩制,홍콩역사,홍콩기본법,홍콩,사회문화등,정답,대회,한창,열기,출판사,경쟁적,홍콩,서적,홍콩,화보,인민출판사,중화인민공화국,홍콩기본법,세계지식출판사,홍콩,신화출판사,홍콩,조국,반환,화보,발간,사이,발간,20여만,판매량,기록,베이징,홍콩,문일현,유상철,특파원,홍콩,침사초이,스페셜,맥주클럽,마오쩌둥,사진,홍콩행정특별구,표시,특구,特區,간판,손님,홍콩,중국열기","홍콩,중국,만다린,베이징,홍콩기본법,중국법,전문가,축하행사,천안문,외교부장,1국,직할시,1백,이젠,기본법,국무원,법률학,홍콩특별행정구,언론들,중앙위원회"
1997-06-17,중앙일보,중앙일보를읽고-미국 미사일 구매압력 파문,경제-서비스_쇼핑,"중앙일보를읽고,미국,파문,미사일,구매,압력,문제의식,해설,기사,게재,일자,파문,미사일,구매,압력,3면,반강매,여타,언론,보도,중앙일보,톱기사,게재,해설기사,문제의식,중앙일보,한국정부,스팅어,미사일,프랑스제,미스트랄,영국제,스타버스트,구매,대상,미사일,가격,조건등,저울질,보도,분석보도,담합,부정,구식무기,구입,무기,구입,관행,제거,일조,모니터,김수연,나석호,신구식","해설기사,문제의식,중앙일보,스팅어,톱기사,나석호,김수연,영국제,구식무기,저울질,반강매,조건등,스타버스트,한국,미국,3면,한국정부,프랑스제,신구식,중앙일보를읽고,분석보도,미사일,보도,관행,게재,무기,구입,압력,구매,기사,해설,모니터,조건,일조,부정,여타,미스트랄"
1997-06-17,중앙일보,"방송3사, 홍콩반환 특집프로 마련",문화-방송_연예,"방송3사,마련,홍콩,반환,특집,프로,다큐멘터리,가족,수난사,MBC,홍콩,수작,7월,중국,반환,홍콩,세계,언론,관심,집중,우리나라,예외,KBS.MBC.SBS,프로그램들,반환,특집,프로그램,준비중,KBS,SBS,프로그램,홍콩,역사,미래,일반적,MBC,특집다큐멘터리,눈길,방영,홍콩,1997년,7월,연출,최삼규,1부,홍콩드림,성공,중국,홍콩,가정,반환,가족,두려움,가족들,이야기,홍콩,장시우콴,홍콩,아들,재키,홍콩인,결혼,아내,라이시우완,홍콩국적,라이,중국,추방,라이,친정,부유,집안,5천,홍콩달러,56만,홍콩,밀항선,홍콩경찰,적발,최PD,홍콩,변화,추상적,현실적,사람들,동기,프로그램,제작,설명,2부,사람들,이야기,세계,언론,주목,사람들,1부,대표자,주모자,천안문,사태,체포,22개월,옥살이,미국,추방,한둥팡,조국,중국,재입국,시도,홍콩,최PD,세계,언론,SBS,KBS,홍콩,과거,미래,프로그램들,5분,7월,밤10시,15분,예정,최삼규PD,권혁주,MBC,최삼규,PD,오른쪽끝,반환,가족,운명,장시우콴,왼쪽끝,가족","홍콩,중국,권혁주,최삼규,1부,사람들,2부,라이,mbc,프로그램들,주모자,장시우콴,수난사,오른쪽끝,56만,우리나라,옥살이,5천,천안문,kbs,라이시우완,재키,미국,홍콩인,왼쪽끝,sbs,홍콩드림,한둥팡,오른쪽,준비중,홍콩달러,대표자,홍콩국적"
1997-06-17,한국일보,혈육찾아주기 '한마음',지역-경남,"혈육,한마음,진동리,할머니,연고,남해군,수소문,진동,이건우,이동렬,속보,할머니,혈육,대책본부,본부장,양한욱,경남,마산시,진동면사무소,할머니,사진,한국일보,복사,직원들,마을,탐문조사,실마리,대책본부,할머니,성씨,장씨,본보,보도,진동면일대,집성촌,인동,인곡리,인근,진북면,60여가구,진전면,고사리,일대,가구,호적부확인,방문조사,단서,일제시대,창원군,사령원부,확인작업,장씨,3명,원부,주소지,인적,사항,기록,신원파악,마산시,진동,이름,진동리,남해군,창선면,마을이장회의,소집,안내방송,할머니,운동,일본군,위안부,사람,확인,김인규,마산,시장,이날,회견,일본군,캄보디아,할머니,연고,운동,언론,감사,마산시,주관,종교,언론,시민단체,참여,연고,할머니,범시민추진위원회,구성,할머니연고,최선,김시장,외무부,상의,할머니,마산,생활안정지원법,지원,영구,임대,주택,입주,우선적,부여","마산시,장씨,남해군,창원군,진전면,일본군,마산,인동,김인규,대책본부,진북면,창선면,진동리,신원파악,주소지,직원들,안내방송,일제시대,호적부확인,위원회,한국일보,양한욱,김시장,외무부,공무원,이동렬,본부장,사령원부,60여가구,호적부,생활안정지원법,탐문조사,3명,확인작업"
1997-06-17,세계일보,홍콩은 중과 세계를 잇는 가교'-홍콩반환 D­14 이모저모,국제-중국,"홍콩,세계,가교,홍콩반환,이모저모,고도자치,전기침,부장,고도,자치,재다짐,언론들,보도,1위,아시아,여론조사,고무,전기침,외교부장,중국,부총리,외교,부장,중국,홍콩,주권,반환,경제성장,개방정책,지속,홍콩,세계,중국,교량역할,홍콩,영자지,사우스,차이나,모닝,포스트,보도,당총서기,강택민,국가주석,수행,주권반환식,참석,부장,북경,포스트지,회견,홍콩,장래,일국어제,일국양,1국가,2체제,원칙,강조,홍콩,주민,시위,언론,자유,홍콩,특별,행정구,소관사항,북경,당국,관여,입장,표명,신문,전언,부장,주권반환,외교부,홍콩특파원,홍콩,마카오,판공실,신화사,홍콩분사,중앙기구,존속,홍콩,특구,정부,고도자치,영향력,행사,다짐,며칠,홍콩,언론,보도자유,검열정도,아시아,2위,보도,1위,여론,조사,결과,홍콩신문들,대서특필,이목,집중,여론,조사,결과,주권반환,중국,자율적,자체,검열,화답,비난,홍콩,언론,여론조사기관,신뢰도,쌍수,환영,기사거리,6백,인구,60여종,일간지,6백,잡지,난립,영세,시장,홍콩언론,중국,당국,눈치,자유분방,언론,보도,독자들,비난,입장,홍콩,재벌,대표,화교,이가성,장강실업그룹,중순,홍콩,반환,대륙,사업확대,겨냥,대대적,구조개편,단행,중국,정치격변기,홍콩,영국,자본,조금씩,확장,영국자본,추월,화교자본들,공격,경영,일면,단적,본보기,화교자본,홍콩,회귀,계기,중국,진출,추진,홍콩,중국,경제,장래,낙관,자신들,낙관론,선두,자부심,자신감,표현,지배,시각,식민지,경영,상징,자딘,메테슨사,선두,영국자본들,홍콩,철수,종전,경영전략,변경,홍콩,중국,비즈니스,확대,움직,주목,홍콩,올해초,2개,행정부,입법부,활동,주권반환,과도기,중국,영국간,갈등,마찰,단적,노출,영국,파견,마지막,총독,총독,크리스,패튼,홍콩,정청,사무실,동건,초대,행정,장관,내정자,중국,영국간,합의,정청,협조속,인수작업,비교,입법부,사정,민선,선출,의원들,중심,입법국,중국,주도,추선위,구성,1월,중국,심천,의정활동,토요일,공식,의정,활동,임시,입법,회의,기름,타협,불가능,실정,홍콩,외신,종합","홍콩,중국,영국,아시아,여론조사,전기침,6백,입법부,강택민,내정자,홍콩언론,정청,북경,고도자치,주권반환,1위,추선위,패튼"
1997-06-17,한국경제,2위그룹 (결선행 티켓) 애탄다-여 경선 판세­초반 기세다툼,정치-국회_정당,"2위,그룹,결선행,티켓,경선,판세,초반,기세다툼,구도,대의원,포섭,권역별,세결집,분주,신한국당,대선,예비,주자,대의원,각축,열기,박찬종,이수,이한동,고문,이인제,경기도,지사,김덕룡,의원,2위,그룹주자들,지지세,확대,겨냥,발걸음,경선전,주자들,세과시,경선,출마,모임,예정,민주,중심,정치발전협의회,민정,주축,나라,모임,세결집,강화,다툼,초반,기선,제압,한창,경선주자들,경선판세,2약,구도,정치권,고용,상황,반응,후보등록,공식,선거,운동,시작,29일,대의원,접촉,강화,경우결선투표,자리,차지,자신감,모습들,대의원,명부,공개,25일,대의원들,상대로,각개격파,활동,본격화,후보,우열,마련,대의원,포섭,전략,박차,이회창,대표,대변인,이윤성,후원,박종선,의원,행사,참석,대세몰이,이대표,야당,대선,출발선,상태,우리당,전당대회,선거전,돌입,선거준비,강조,대세론,부각,판세,이대표,27일,원내외,위원장,참석,성격,추대위,모임,경선출마,공식,선언,예정,금주,TK,지역,위원장,만찬,권역,모임,계획,이수,고문,이날,고향,TK,지역,방문,계기,구사,공세,경선,전략,고문,그동안,주자들,자극,판단,세과시,자제,대세,상승,기류,걸림돌,공격,위주,득표,활동,전략,힐튼호텔,서울,사회단체,종교,55명,원로,인사,포함,2천,참석,출판,기념회,맥락,고문,이날,회견,과거,화해,동서,화해,남북,화해,화해,주창,TK후보,전국,후보,국민,정치,실현,약속,박찬종,고문,의원회관,이날,국회,의원,회관,서울,지역,지구당,차례,박고문,대의원들,접촉,결과,성과,맨투맨,대면,접촉,강화,확산,방침,이날,대선예비,주자,사이,제기,권력분산론,특정인,대통령,전제하,나머지,사람,국회직,당직,행정부요직,진행,반당원적,국민,발상,비판,김덕룡,의원,이인제,지사,연대가능성,국가경영관리시대,적합,인물,세대교체,인물,경륜,정치인,지도자,사람간,자연,의견일치,강조,이한동,고문,보수,세력,결집,총력,고문,대통령,최규하,이춘구,민자당,대표,노태우,주중,전두환,전직,대통령,구치소,면회,계획,16일,보수성향,강원도,경기,북부,지역,지지,호소,총재,자민련,김종필,시국,현안,전반,의견,계획,추진중,귀추,주목,김덕룡,의원,이날,언론,경선,후보,지지,여론조사,언론사,객관적,공정,토대,여론조사,대의원,명부,공개,당선관위,요구,김의원,의원회관,국회,의원,회관,지구당,위원장,참석,대선,후보,경선,출마,선언,대회,문민개혁,지역주의,타파,세대교체,문민,개혁,계승,발전,강조,예정,여론조사,급상승세,이인제,지사,국회,의원회관,과부동,수도,지역,지지,세력,확대,정책대결,선언,이홍구,고문,서울,타워호텔,미래기업,포럼,중소기업,구조조정,지원,중소기업,정책,자금,신용,대출,지원,강조,최병렬,의원,부산지역,방문,지구당,순회,군의회,의원들,세미나,지지,확충,시작","대의원,지구당,서울,이인제,세결집,중소기업,세대교체,2위,김덕룡,위원장,박찬종,경선출마,전두환,이대표,세과시,여론조사,권역별,의원회관,이한동"
1997-06-17,매일경제,발 전문 관리사 김수자씨(나의 성공체험),경제-취업_창업,"전문,관리사,김수자,성공체험,89년,방문,전문,이수,취업정보대학,관리학,강좌,김수자,발전문,관리사,영어,풋케어,Foot,Care,직업,발전문,관리사,우리나라,직업,풋케어,신체부위중,건강,미용,사람들,피부관리학,파생,전문,분야,김씨,설명,김씨,결심,신장병,피부,관리,운영,김씨,세계피부관리사협회,CIDESCO,행사,참석,영국,글라스고우,방문,행사장,영국,청년,관리학,소개,우리나라,여성,남앞,맨발,김씨,설득,발마사지,시범,15분,마사지,구두,정도,붓기,효력,체험,김씨,일정,발관리학,분야,발관리학,책자,독학,시작,자신,상대,책자,반복,실험,3년,고생,신장병,완치,효험,김씨,탐구,분야,공부,건강,영향,사실,남편,악기수입,가족들,반대,발관리학,욕심,89년,5년,독일,발관리,전문학교,연수코스,이수,정성,전문가,김씨,사회활동,88년,코미디언,심철호,사랑,전화,취업정보대학,발관리학,강좌,국민들,후반,국민,전반적,생활수준,향상,외국,여행객,중심,발관리,분야,수강생,직업적,코스,발전문,관리사,전국,활동,1천,90%,자신,강좌,사람들,김씨,설명,언론사,백화점,문화,센타,강좌,건강,차지,중요성,부각,대기업,특강,요청,쇄도,요즘,아들,남편,뒷바리지,10시,시작,스케줄,각종,강의,하루,김씨,분야,정규,교육,개설,사랑,전화,개설,취업정보대학,코스,발전문,관리,유일,2시간,기초반,3개월,연구반,2개월,취업,목적,지도자반,3개월,직장인들,기초반,학습과목,코스,인체,생리학,족부,해부학,마사지,테크닉,상담요법,고객서비스관리,직업,발전문,관리사,피부관리,전문숍,3개월,견습,기간,기간동안,정도,보수,지급,견습,보통,1백,정도,수입,3평,고객,기준,정도,시작,부업,가능,각종,설비,기구,비용,1백만,2백만,원선,주부들,부담,한양대,공대,71학번,출신,김씨,분야,학문,체계화,전문,직종,야심,포부,코스,발전문,관리,수료,제자들,중심,한국발건강관리협회,설립,5백,회원,확보,8월,공부,실제,경험,전문서,발간,예정,김씨,분야,이해부족,대학,사회적,편견,노력,정도,어려움,극복,자신감,자신,이해,남편,김씨,고백,문의,사랑,전화,김수자,발전문관리실","김씨,발관리,관리사,발전문,발관리학,관리학,김수자,3개월,이수,신장병,영국,풋케어,우리나라,피부관리,취업정보대학,전문서,사람들,전문숍,전문가"
1997-06-17,중부매일,中每 안테나,지역-충북,"中每,안테나,소년,소녀,가장,보약,기탁,세명대한방병원무,의탁,노인,무료,진료,제천세명대학교,한방병원,원장,정찬길,영양결핍,소년,소녀,가장,28명,결함,가정,자녀,70여명,보약,녹용대보탕,시가,15만,정도,기탁자,주위,칭송,한방병원측,제천종합복지관,재가,복지,봉사,센터,협조,미만,소년소녀가장,결함,가정,자녀,선정,보약,지급,계획,무의탁노인들,진료,무료,순회,약속,제천,도민체전,도민체전,단양군,7위,체육관계자,주민들,표정들,우승,종목,점수,육상경기,성적,결과,설왕설,관계자들,대진운,예견,결과,생각,내년,점수관리,역점,취약종목,사격,볼링등,선수,발굴,한마디씩,충주시,단양,기자실,전화번호,신청사,금릉동,관내,가구,제작,배부,전화번호부,기자실,전화번호,진의,해석,관계자,실수,시측,해명,시민등,의도적,시민들,기자실,전화번호,시청측,저의,처사,비난,충주시,막강,권위주의,언론,무시,촌평,충주","관계자,전화번호,충주시,7위,소년소녀가장,기자실,70여명,제천종합복지관,도민체전,금릉동,기탁자,15만,영양결핍,표정들,정찬길,볼링등,한마디씩,취약종목,권위주의,무의탁노인들,시측,한방병원측,한방병원,단양군,세명대한방병원무,육상경기,점수관리,제천세명대학교,시민등,의탁노인,시민들,한마디,설왕설,체육관계자,주민들"
1997-06-17,세계일보,"올브라이트,코언에 판정승-보스니아 파병 미군역할 싸고 한때 대립",정치-외교,"올브라이트,코언,판정승,보스니아,파병,미군,역할,대립,클린턴,활동강화,수용미국,올브라이트,주장,수용,미국,여성,국무,장관,매들린,올브라이트,클린턴,행정부,최고,외교,사령탑,자신,위치,백악관,안보,보좌관,샌디,버거,영향력,경쟁,부전승,올브라이트,국방장관,윌리엄,코언,정책논쟁,승리,승승장구,모습,대통령,클린턴,미군,보스니아,파병,역할,올브라이트,코언,대립,미군,철군시한,전범체포,활동,주장,올브라이트,올브라이트,자신,입지,강화,근본,원인,여론,뿌리,외교,강조,대중,의회,언론,상대,적극,성과,외교,지향,공화당,주도하,의회,적극,모색,국내여론,지지,자신,메시지,국민들,전달,기본,전략,주효,취임,5개월,올브라이트,전임자,워런,크리스토퍼,정책노선,정책,추진,방법,차이,인터넷,mail,전자우편,프로그램,외교정책,국민들,궁금증,클린턴,외교,비판적,상원,외교,위원장,제시,헬름스,접근,개인,친분,워싱턴","올브라이트,클린턴,코언,미군,백악관,보스니아,샌디,헬름스,국민들,매들린,윌리엄,전범체포,철군시한,전자우편,승승장구,mail,크리스토퍼,워런,보좌관,영향력,공화당,국내여론,주도하,미국,정책노선,외교정책"
1997-06-17,부산일보,세계청소년축구 이모저모,스포츠-월드컵,"세계,청소년,축구,이모,저모,데뷔,멕시코,주역,박종환,감독,해설가,TV해설가,데뷔,박종환,국가,대표,감독,한국,청소년,대표,훈련,보조경기장,말레이시아,사라와크스타디움,보조,경기장,방문,후배들,선전,당부,멕시코,대회,4강,신화,박감독,멕시코,4강,진출,선배들,자리,실력,우수,자신감,정신력,성적,충고,97세계,청소년축구대회,20세,말레이시아,전역,괴질,각국,선수단,비상,지역,언론,4월,콕새,B바이러스,괴질,급속도,16일,25명,어린이,한국선수단,가능,현지인들,접촉,음식물,섭취,신경,한국팀,박이천감독,숙소,다마이라군리조텔,기자들,1차,상대,남아공,선수,수비,허점,스위퍼,심재원,맥카시,상대,골게터,집중,견제,공격진들,상대,허점,제공권,장악,경기,설명,다마이라군리조텔,선수단들,예선,선수단,행동,화제,역대,우승,자랑,브라질,선수단,훈련,이외,자유분방,활용,선수들,남아공,선수,외출","선수단,멕시코,해설가,한국,말레이시아,다마이라군리조텔,남아공,4강,박종환,사라와크스타디움,골게터,콕새,자유분방,자신감,후배들,정신력,음식물,현지인,경기장,선수단들,선배들,현지인들,공격진들,시간date,97세계,제공권,선수들,스위퍼,기자들,공격진,한국팀,한국선수단,심재원,1차"
